EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1072,30.0,Travel_Rarely,241.0,Research & Development,7.0,Bachelor,Medical,1.0,Good,Male,48.0,Good,1.0,Research Scientist,Good,Married,2140.999999999999,5347.999999999998,1.0,Y,No,12.0,Excellent,Good,80.0,1.0,6.0,3.0,Good,6.0,4.0,1.0,1.0,No
1073,35.0,Travel_Rarely,660.0,Sales,7.0,Below College,Life Sciences,1.0,Very High,Male,76.0,High,1.0,Sales Representative,High,Married,2404.0,16192.0,1.0,Y,No,13.0,Excellent,Low,80.0,1.0,1.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
1074,45.0,Travel_Rarely,1005.0,Research & Development,28.0,College,Technical Degree,1.0,Very High,Female,48.0,Good,4.0,Research Director,Good,Single,16704.0,17119.0,1.0,Y,No,11.0,Excellent,High,80.0,0.0,21.0,2.0,Excellent,21.0,6.0,8.0,6.0,No
1075,52.0,Non-Travel,585.0,Sales,29.0,Master,Life Sciences,1.0,Low,Male,40.0,High,1.0,Sales Representative,Very High,Divorced,3482.0,19788.0,2.0,Y,No,15.0,Excellent,Good,80.0,2.0,16.0,3.0,Good,9.0,8.0,0.0,0.0,No
1076,27.0,Travel_Rarely,728.0,Sales,23.0,Below College,Medical,1.0,Good,Female,36.0,Good,2.0,Sales Representative,High,Married,3540.0,7017.999999999997,1.0,Y,No,21.0,Outstanding,Very High,80.0,1.0,9.0,5.0,Excellent,9.0,8.0,5.0,8.0,No
1077,49.0,Travel_Rarely,271.0000000000001,Research & Development,3.0,College,Medical,1.0,High,Female,43.0,Good,2.0,Laboratory Technician,Low,Married,4789.0,23069.999999999993,4.0,Y,No,25.0,Outstanding,Low,80.0,1.0,10.0,3.0,Excellent,3.0,2.0,1.0,2.0,No
1078,58.0,Travel_Rarely,605.0000000000001,Sales,21.0,Bachelor,Life Sciences,1.0,Very High,Female,72.0,High,4.0,Manager,Very High,Married,17875.000000000004,11761.0,4.0,Y,Yes,13.0,Excellent,High,80.0,1.0,29.0,2.0,Good,1.0,0.0,0.0,0.0,No
1079,31.0,Travel_Rarely,471.0,Research & Development,4.0,Bachelor,Medical,1.0,Low,Female,62.0,Very High,1.0,Laboratory Technician,High,Divorced,3978.0000000000005,16031.000000000002,8.0,Y,No,12.0,Excellent,Good,80.0,1.0,4.0,0.0,Good,2.0,2.0,2.0,2.0,No
1080,31.0,Travel_Rarely,1079.0,Sales,10.0,College,Medical,1.0,High,Female,86.0,High,2.0,Sales Executive,Very High,Divorced,6583.0,20115.000000000004,2.0,Y,Yes,11.0,Excellent,Very High,80.0,1.0,8.0,2.0,Excellent,5.0,2.0,1.0,4.0,No
1081,34.0,Travel_Rarely,1129.9999999999998,Research & Development,3.0,Bachelor,Life Sciences,1.0,Very High,Female,66.0,High,2.0,Research Scientist,Good,Divorced,5433.0,19331.999999999996,1.0,Y,No,12.0,Excellent,High,80.0,1.0,11.0,2.0,Excellent,11.0,8.0,7.0,9.0,No
1082,47.0,Travel_Rarely,207.00000000000023,Research & Development,9.0,Master,Life Sciences,1.0,Good,Female,64.0,High,1.0,Laboratory Technician,High,Single,2104.9999999999995,5411.000000000002,4.0,Y,No,12.0,Excellent,High,80.0,0.0,7.0,2.0,Excellent,2.0,2.0,2.0,0.0,No
1083,36.0,Travel_Rarely,1120.0,Sales,11.0,Master,Marketing,1.0,Good,Female,100.0,Good,2.0,Sales Executive,Very High,Married,6652.0,14369.0,4.0,Y,No,13.0,Excellent,Low,80.0,1.0,8.0,2.0,Good,6.0,3.0,0.0,0.0,No
1084,46.0,Travel_Rarely,1254.0000000000005,Sales,10.0,Bachelor,Life Sciences,1.0,High,Female,64.0,High,3.0,Sales Executive,Good,Married,7314.000000000002,14011.0,5.0,Y,No,21.0,Outstanding,High,80.0,3.0,14.0,2.0,Excellent,8.0,7.0,0.0,7.0,No
1085,42.0,Travel_Rarely,419.0,Sales,12.0,Master,Marketing,1.0,Good,Male,77.0,High,2.0,Sales Executive,Very High,Divorced,5087.0,2900.0,3.0,Y,Yes,12.0,Excellent,High,80.0,2.0,14.0,4.0,Excellent,0.0,0.0,0.0,0.0,No
1086,34.0,Travel_Rarely,1157.0,Research & Development,5.0,College,Medical,1.0,Good,Male,57.0,Good,2.0,Laboratory Technician,Very High,Married,3986.0000000000005,11912.0,1.0,Y,No,14.0,Excellent,High,80.0,1.0,15.0,3.0,Outstanding,15.0,10.0,4.0,13.0,No
1087,37.0,Travel_Rarely,783.0,Research & Development,7.0,Master,Medical,1.0,Very High,Male,78.0,High,2.0,Research Scientist,Low,Married,4284.0,13588.0,5.0,Y,Yes,22.0,Outstanding,High,80.0,1.0,16.0,2.0,Excellent,5.0,3.0,0.0,4.0,No
1088,22.0,Non-Travel,456.99999999999983,Research & Development,26.0,College,Other,1.0,Good,Female,85.0,Good,1.0,Research Scientist,High,Married,2813.9999999999995,10293.0,1.0,Y,Yes,14.0,Excellent,Good,80.0,0.0,4.0,2.0,Good,4.0,2.0,1.0,3.0,Yes
1089,29.0,Travel_Rarely,136.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Low,Male,89.0,High,2.0,Healthcare Representative,Low,Married,5373.0,6225.0,0.0,Y,No,12.0,Excellent,Low,80.0,1.0,6.0,5.0,Good,5.0,3.0,0.0,2.0,No
1090,53.0,Travel_Rarely,1168.0,Sales,24.0,Master,Life Sciences,1.0,Low,Male,66.0,High,3.0,Sales Executive,Low,Single,10448.0,5843.0,6.0,Y,Yes,13.0,Excellent,Good,80.0,0.0,15.0,2.0,Good,2.0,2.0,2.0,2.0,Yes
1091,55.0,Travel_Rarely,1441.0,Research & Development,22.0,Bachelor,Technical Degree,1.0,Low,Male,94.0,Good,1.0,Research Scientist,Good,Divorced,3536.999999999999,23737.000000000007,5.0,Y,No,12.0,Excellent,Very High,80.0,1.0,8.0,1.0,Excellent,4.0,2.0,1.0,2.0,No
1092,46.0,Travel_Rarely,1319.0,Sales,3.0,Bachelor,Technical Degree,1.0,Low,Female,45.0,Very High,4.0,Sales Executive,Low,Divorced,13225.0,7738.999999999999,2.0,Y,No,12.0,Excellent,Very High,80.0,1.0,25.0,5.0,Excellent,19.0,17.0,2.0,8.0,No
1093,38.0,Travel_Frequently,1189.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,90.0,High,2.0,Research Scientist,Very High,Married,4735.0,9867.000000000002,7.0,Y,No,15.0,Excellent,Very High,80.0,2.0,19.0,4.0,Outstanding,13.0,11.0,2.0,9.0,No
1094,39.0,Non-Travel,792.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,77.0,High,2.0,Laboratory Technician,Very High,Married,6471.999999999999,8989.0,1.0,Y,Yes,15.0,Excellent,Very High,80.0,1.0,9.0,2.0,Excellent,9.0,8.0,5.0,8.0,No
1095,30.0,Travel_Rarely,304.9999999999999,Research & Development,16.0,Bachelor,Life Sciences,1.0,High,Male,58.0,Very High,2.0,Healthcare Representative,High,Married,5294.0,9128.0,3.0,Y,No,16.0,Excellent,High,80.0,1.0,10.0,3.0,Excellent,7.0,0.0,1.0,7.0,No
1096,39.0,Travel_Rarely,169.9999999999999,Research & Development,3.0,College,Medical,1.0,High,Male,76.0,Good,2.0,Laboratory Technician,High,Divorced,3069.0,10302.0,0.0,Y,No,15.0,Excellent,Very High,80.0,1.0,11.0,3.0,Excellent,10.0,8.0,0.0,7.0,No
1097,28.0,Travel_Rarely,329.0,Research & Development,24.0,Bachelor,Medical,1.0,High,Male,51.0,High,1.0,Laboratory Technician,Good,Married,2408.0000000000005,7323.999999999998,1.0,Y,Yes,17.0,Excellent,High,80.0,3.0,1.0,3.0,Excellent,1.0,1.0,0.0,0.0,No
1098,26.0,Travel_Rarely,157.0,Research & Development,1.0,Bachelor,Medical,1.0,High,Male,95.0,High,1.0,Laboratory Technician,Low,Single,2867.0,20006.0,0.0,Y,No,13.0,Excellent,Very High,80.0,0.0,8.0,6.0,Good,7.0,7.0,7.0,6.0,No
1099,44.0,Travel_Rarely,921.0,Research & Development,2.0,Bachelor,Life Sciences,1.0,High,Female,96.0,Very High,3.0,Healthcare Representative,Very High,Married,7879.000000000004,14809.999999999996,1.0,Y,Yes,19.0,Excellent,Good,80.0,1.0,9.0,2.0,Excellent,8.0,7.0,6.0,7.0,No
1100,41.0,Travel_Rarely,930.0,Sales,3.0,Bachelor,Life Sciences,1.0,High,Male,57.0,Good,2.0,Sales Executive,Good,Divorced,8937.999999999998,12227.0,2.0,Y,No,11.0,Excellent,High,80.0,1.0,14.0,5.0,Excellent,5.0,4.0,0.0,4.0,No
1101,45.0,Travel_Frequently,1297.0,Research & Development,1.0,Master,Medical,1.0,Good,Male,44.0,High,2.0,Healthcare Representative,High,Single,5399.0,14511.0,4.0,Y,No,12.0,Excellent,High,80.0,0.0,12.0,3.0,Excellent,4.0,2.0,0.0,3.0,No
1102,55.0,Travel_Rarely,1229.0,Research & Development,4.0,Master,Life Sciences,1.0,Very High,Male,30.0,High,2.0,Healthcare Representative,High,Married,4035.0,16143.0,0.0,Y,Yes,16.0,Excellent,Good,80.0,0.0,4.0,2.0,Excellent,3.0,2.0,1.0,2.0,No
1103,33.0,Travel_Frequently,1303.0,Research & Development,7.0,College,Life Sciences,1.0,Very High,Male,36.0,High,2.0,Healthcare Representative,High,Divorced,5968.0,18079.000000000004,1.0,Y,No,20.0,Outstanding,High,80.0,3.0,9.0,2.0,Excellent,9.0,7.0,2.0,8.0,No
1104,32.0,Travel_Rarely,633.9999999999999,Research & Development,5.0,Master,Other,1.0,Good,Female,35.0,Very High,1.0,Research Scientist,Very High,Married,3311.999999999999,18783.0,3.0,Y,No,17.0,Excellent,Very High,80.0,2.0,6.0,3.0,Excellent,3.0,2.0,0.0,2.0,No
1105,29.0,Travel_Rarely,1246.0,Sales,19.0,Bachelor,Life Sciences,1.0,High,Male,77.0,Good,2.0,Sales Executive,High,Divorced,8620.0,23756.999999999993,1.0,Y,No,14.0,Excellent,High,80.0,2.0,10.0,3.0,Excellent,10.0,7.0,0.0,4.0,No
1106,56.0,Non-Travel,667.0,Research & Development,1.0,Master,Life Sciences,1.0,High,Male,57.0,High,2.0,Healthcare Representative,High,Divorced,6306.0,26236.0,1.0,Y,No,21.0,Outstanding,Low,80.0,1.0,13.0,2.0,Good,13.0,12.0,1.0,9.0,No
1107,27.0,Travel_Frequently,1131.0,Research & Development,15.0,Bachelor,Life Sciences,1.0,Very High,Female,77.0,Good,1.0,Research Scientist,Low,Married,4774.0,23844.000000000007,0.0,Y,No,19.0,Excellent,Very High,80.0,1.0,8.0,2.0,Good,7.0,6.0,7.0,3.0,No
1108,26.0,Travel_Rarely,920.0,Human Resources,20.0,College,Medical,1.0,Very High,Female,69.0,High,1.0,Human Resources,Good,Married,2147.9999999999995,6889.000000000001,0.0,Y,Yes,11.0,Excellent,High,80.0,0.0,6.0,3.0,Excellent,5.0,1.0,1.0,4.0,No
1109,34.0,Travel_Rarely,181.0000000000001,Research & Development,2.0,Master,Medical,1.0,Very High,Male,97.0,Very High,1.0,Research Scientist,Very High,Married,2932.0,5586.000000000002,0.0,Y,Yes,14.0,Excellent,Low,80.0,3.0,6.0,3.0,Excellent,5.0,0.0,1.0,2.0,No
1110,42.0,Non-Travel,355.00000000000006,Research & Development,10.0,Master,Technical Degree,1.0,High,Male,38.0,High,1.0,Research Scientist,High,Married,2935.9999999999995,6161.000000000001,3.0,Y,No,22.0,Outstanding,Good,80.0,2.0,10.0,1.0,Good,6.0,3.0,3.0,3.0,No
1111,27.0,Travel_Rarely,1054.0,Research & Development,8.0,Bachelor,Medical,1.0,High,Female,67.0,High,1.0,Research Scientist,Very High,Single,3445.0,6151.999999999999,1.0,Y,No,11.0,Excellent,High,80.0,0.0,6.0,5.0,Good,6.0,2.0,1.0,4.0,No
1112,34.0,Travel_Rarely,704.0,Sales,28.0,Bachelor,Marketing,1.0,Very High,Female,95.0,Good,2.0,Sales Executive,High,Married,6712.0,8977.999999999996,1.0,Y,No,21.0,Outstanding,Very High,80.0,2.0,8.0,2.0,Excellent,8.0,7.0,1.0,7.0,No
1113,36.0,Travel_Rarely,557.0,Sales,3.0,Bachelor,Medical,1.0,Low,Female,94.0,Good,3.0,Sales Executive,Very High,Married,7644.0,12694.999999999998,0.0,Y,No,19.0,Excellent,High,80.0,2.0,10.0,2.0,Excellent,9.0,7.0,3.0,4.0,No
1114,39.0,Travel_Frequently,711.0000000000001,Research & Development,4.0,Bachelor,Medical,1.0,Low,Female,81.0,High,2.0,Manufacturing Director,High,Single,5042.000000000001,3140.0,0.0,Y,No,13.0,Excellent,Very High,80.0,0.0,10.0,2.0,Low,9.0,2.0,3.0,8.0,No
1115,41.0,Travel_Rarely,337.0000000000003,Sales,8.0,Bachelor,Marketing,1.0,High,Female,54.0,High,2.0,Sales Executive,Good,Married,4393.0,26841.0,5.0,Y,No,21.0,Outstanding,High,80.0,1.0,14.0,3.0,Excellent,5.0,4.0,1.0,4.0,No
1116,45.0,Non-Travel,1238.0,Research & Development,1.0,Below College,Life Sciences,1.0,High,Male,74.0,Good,3.0,Healthcare Representative,High,Married,10748.0,3395.0,3.0,Y,No,23.0,Outstanding,Very High,80.0,1.0,25.0,3.0,Good,22.999999999999964,15.0,14.0,4.0,No
1117,40.0,Travel_Rarely,1342.0000000000005,Sales,9.0,College,Medical,1.0,Low,Male,47.0,High,2.0,Sales Executive,Low,Married,5473.0,19345.0,0.0,Y,No,12.0,Excellent,Very High,80.0,0.0,9.0,5.0,Outstanding,8.0,4.0,7.0,1.0,No
1118,44.0,Travel_Rarely,1037.0,Research & Development,1.0,Bachelor,Medical,1.0,Good,Male,42.0,High,1.0,Research Scientist,Very High,Single,2436.0000000000005,13422.0,6.0,Y,Yes,12.0,Excellent,High,80.0,0.0,6.0,2.0,Excellent,4.0,3.0,1.0,2.0,Yes
1119,50.0,Travel_Frequently,1234.0,Research & Development,20.0,Doctor,Medical,1.0,Good,Male,41.0,High,4.0,Healthcare Representative,High,Married,11244.99999999997,20689.0,2.0,Y,Yes,15.0,Excellent,High,80.0,1.0,32.0,3.0,Excellent,30.0,8.0,12.0,13.0,No
1120,26.0,Travel_Rarely,571.9999999999999,Sales,10.0,Bachelor,Medical,1.0,High,Male,46.0,High,2.0,Sales Executive,Very High,Single,4684.0,9125.0,1.0,Y,No,13.0,Excellent,Low,80.0,0.0,5.0,4.0,Excellent,5.0,3.0,1.0,2.0,No
1121,24.0,Travel_Rarely,506.0,Research & Development,29.0,Below College,Medical,1.0,Good,Male,91.0,High,1.0,Laboratory Technician,Low,Divorced,3907.0,3622.0000000000055,1.0,Y,No,13.0,Excellent,Good,80.0,3.0,6.0,2.0,Outstanding,6.0,2.0,1.0,2.0,No
1122,49.0,Travel_Rarely,301.0,Research & Development,22.0,Master,Other,1.0,Low,Female,72.0,High,4.0,Research Director,Good,Married,16413.000000000004,3498.000000000002,3.0,Y,No,16.0,Excellent,Good,80.0,2.0,27.0,2.0,Excellent,4.0,2.0,1.0,2.0,No
1123,31.0,Travel_Frequently,1125.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,48.0,Low,2.0,Research Scientist,Low,Married,5003.0,5771.0000000000055,1.0,Y,No,21.0,Outstanding,Good,80.0,0.0,10.0,6.0,Excellent,10.0,8.0,8.0,7.0,No
1124,40.0,Travel_Rarely,1194.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,High,Female,52.0,High,2.0,Healthcare Representative,Very High,Divorced,6513.0,9060.0,4.0,Y,No,17.0,Excellent,Very High,80.0,1.0,12.0,3.0,Excellent,5.0,3.0,0.0,3.0,No
1125,32.0,Travel_Rarely,824.0,Research & Development,5.0,College,Life Sciences,1.0,Very High,Female,67.0,Good,2.0,Research Scientist,Good,Married,5877.999999999998,15623.999999999998,3.0,Y,No,12.0,Excellent,Low,80.0,1.0,12.0,2.0,Excellent,7.0,1.0,2.0,5.0,No
1126,47.0,Non-Travel,543.0,Sales,2.0,Master,Marketing,1.0,High,Male,87.0,High,2.0,Sales Executive,Good,Married,4977.999999999999,3536.0,7.0,Y,No,11.0,Excellent,Very High,80.0,1.0,4.0,3.0,Low,1.0,0.0,0.0,0.0,No
1127,34.0,Travel_Frequently,735.0000000000001,Research & Development,22.0,Master,Other,1.0,High,Male,86.0,Good,2.0,Research Scientist,Very High,Married,5747.0,26496.000000000007,1.0,Y,Yes,15.0,Excellent,Good,80.0,0.0,16.0,3.0,Excellent,15.0,10.0,6.0,11.0,No
1128,47.0,Non-Travel,1169.0,Research & Development,14.0,Master,Technical Degree,1.0,High,Male,64.0,High,2.0,Research Scientist,Good,Married,5467.0,2125.0,8.0,Y,No,18.0,Excellent,High,80.0,1.0,16.0,4.0,Outstanding,8.0,7.0,1.0,7.0,No
1129,28.0,Travel_Rarely,1475.0,Sales,13.0,College,Marketing,1.0,Very High,Female,84.0,High,2.0,Sales Executive,High,Single,9854.000000000005,23352.0,3.0,Y,Yes,11.0,Excellent,Very High,80.0,0.0,6.0,0.0,Excellent,2.0,0.0,2.0,2.0,Yes
1130,45.0,Travel_Rarely,175.9999999999999,Human Resources,4.0,Bachelor,Life Sciences,1.0,High,Female,56.0,Low,3.0,Human Resources,High,Married,9756.0,6595.0,4.0,Y,No,21.0,Outstanding,High,80.0,2.0,9.0,2.0,Outstanding,5.0,0.0,0.0,3.0,No
1131,46.0,Travel_Rarely,1277.0,Sales,2.0,Bachelor,Life Sciences,1.0,High,Male,74.0,High,3.0,Sales Executive,Very High,Divorced,10368.0,5596.0,4.0,Y,Yes,12.0,Excellent,Good,80.0,1.0,13.0,5.0,Good,10.0,6.0,0.0,3.0,No
1132,39.0,Travel_Rarely,835.0,Research & Development,19.0,Master,Other,1.0,Very High,Male,41.0,High,2.0,Research Scientist,Very High,Divorced,3901.9999999999995,5141.000000000004,8.0,Y,No,14.0,Excellent,Good,80.0,3.0,7.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
1133,29.0,Travel_Rarely,469.0,Sales,10.0,Bachelor,Medical,1.0,High,Male,42.0,Good,2.0,Sales Executive,High,Single,5869.0,23413.0,9.0,Y,No,11.0,Excellent,High,80.0,0.0,8.0,2.0,Excellent,5.0,2.0,1.0,4.0,Yes
1134,23.0,Travel_Rarely,506.99999999999994,Research & Development,20.0,Below College,Life Sciences,1.0,Low,Male,97.0,High,2.0,Laboratory Technician,High,Single,2272.0,24812.0,0.0,Y,No,14.0,Excellent,Good,80.0,0.0,5.0,2.0,Excellent,4.0,3.0,1.0,2.0,No
1135,40.0,Travel_Rarely,1321.9999999999998,Research & Development,2.0,Master,Life Sciences,1.0,High,Male,52.0,Good,1.0,Research Scientist,High,Single,2809.0000000000005,2725.0,2.0,Y,No,14.0,Excellent,Very High,80.0,0.0,8.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
1136,55.0,Travel_Rarely,836.0000000000002,Research & Development,2.0,Master,Technical Degree,1.0,Good,Male,98.0,Good,1.0,Research Scientist,Very High,Married,2661.9999999999995,7975.0,8.0,Y,No,20.0,Outstanding,Good,80.0,1.0,19.0,2.0,Outstanding,5.0,2.0,0.0,4.0,No
1137,32.0,Travel_Frequently,1318.0,Sales,10.0,Master,Marketing,1.0,Very High,Male,79.0,High,2.0,Sales Executive,Very High,Single,4648.0,26075.0,8.0,Y,No,13.0,Excellent,High,80.0,0.0,4.0,2.0,Outstanding,0.0,0.0,0.0,0.0,No
1138,31.0,Travel_Rarely,359.0,Human Resources,18.0,Doctor,Human Resources,1.0,Very High,Male,89.0,Very High,1.0,Human Resources,Low,Married,2955.9999999999995,21494.999999999993,0.0,Y,No,17.0,Excellent,High,80.0,0.0,2.0,4.0,Excellent,1.0,0.0,0.0,0.0,No
1139,46.0,Travel_Rarely,717.0,Research & Development,13.0,Master,Life Sciences,1.0,High,Male,34.0,High,2.0,Healthcare Representative,Good,Single,5562.0,9696.999999999998,6.0,Y,No,14.0,Excellent,Very High,80.0,0.0,19.0,3.0,Excellent,10.0,7.0,0.0,9.0,No
1140,25.0,Travel_Rarely,1382.0000000000002,Sales,8.0,College,Other,1.0,Low,Female,85.0,High,2.0,Sales Executive,High,Divorced,4907.0,13683.999999999996,0.0,Y,Yes,22.0,Outstanding,Good,80.0,1.0,6.0,3.0,Good,5.0,3.0,0.0,4.0,No
1141,28.0,Travel_Rarely,1404.0,Research & Development,17.0,Bachelor,Technical Degree,1.0,High,Male,32.0,Good,1.0,Laboratory Technician,Very High,Divorced,2366.9999999999995,18779.0,5.0,Y,No,12.0,Excellent,Low,80.0,1.0,6.0,2.0,Good,4.0,1.0,0.0,3.0,No
1142,28.0,Travel_Rarely,1217.0000000000002,Research & Development,1.0,Bachelor,Medical,1.0,High,Female,67.0,High,1.0,Research Scientist,Low,Married,3590.9999999999995,12719.0,1.0,Y,No,25.0,Outstanding,High,80.0,1.0,3.0,3.0,Excellent,3.0,2.0,1.0,2.0,No
1143,34.0,Travel_Rarely,677.9999999999999,Research & Development,19.0,Bachelor,Life Sciences,1.0,Good,Female,35.0,Good,1.0,Research Scientist,Very High,Married,2928.999999999999,20338.0,1.0,Y,No,12.0,Excellent,Good,80.0,0.0,10.0,3.0,Excellent,10.0,9.0,8.0,7.0,No
1144,37.0,Travel_Rarely,589.0,Sales,9.0,College,Marketing,1.0,Good,Male,46.0,Good,2.0,Sales Executive,Good,Married,4189.0,8799.999999999998,1.0,Y,No,14.0,Excellent,Low,80.0,2.0,5.0,2.0,Excellent,5.0,2.0,0.0,3.0,No
1145,39.0,Travel_Rarely,867.0,Research & Development,9.0,College,Medical,1.0,Low,Male,87.0,High,2.0,Manufacturing Director,Low,Married,5150.999999999999,12315.0,1.0,Y,No,25.0,Outstanding,Very High,80.0,1.0,10.0,3.0,Excellent,10.0,0.0,7.0,9.0,No
1146,36.0,Travel_Rarely,711.0000000000001,Research & Development,5.0,Master,Life Sciences,1.0,Good,Female,42.0,High,3.0,Healthcare Representative,Low,Married,8008.000000000002,22792.0,4.0,Y,No,12.0,Excellent,High,80.0,2.0,9.0,6.0,Excellent,3.0,2.0,0.0,2.0,No
1147,26.0,Travel_Rarely,1167.0,Sales,5.0,Bachelor,Other,1.0,Very High,Female,30.0,Good,1.0,Sales Representative,High,Single,2966.0,21377.999999999993,0.0,Y,No,18.0,Excellent,Very High,80.0,0.0,5.0,2.0,Excellent,4.0,2.0,0.0,0.0,Yes
1148,41.0,Travel_Rarely,447.0,Research & Development,5.0,Bachelor,Life Sciences,1.0,Good,Male,85.0,Very High,2.0,Healthcare Representative,Good,Single,6870.0,15530.000000000002,3.0,Y,No,12.0,Excellent,Low,80.0,0.0,11.0,3.0,Low,3.0,2.0,1.0,2.0,No
1149,30.0,Travel_Rarely,1092.0,Research & Development,10.0,Bachelor,Medical,1.0,Low,Female,64.0,High,3.0,Manufacturing Director,High,Single,9667.000000000007,2739.0,9.0,Y,No,14.0,Excellent,Good,80.0,0.0,9.0,3.0,Excellent,7.0,7.0,0.0,2.0,No
1150,34.0,Travel_Rarely,628.0000000000001,Research & Development,8.0,Bachelor,Medical,1.0,Good,Male,82.0,Very High,2.0,Laboratory Technician,High,Married,4404.0,10228.0,2.0,Y,No,12.0,Excellent,Low,80.0,0.0,6.0,3.0,Outstanding,4.0,3.0,1.0,2.0,No
1151,39.0,Travel_Rarely,1386.9999999999995,Research & Development,10.0,Doctor,Medical,1.0,Good,Male,76.0,High,2.0,Manufacturing Director,Low,Married,5377.0,3835.000000000002,2.0,Y,No,13.0,Excellent,Very High,80.0,3.0,10.0,3.0,Excellent,7.0,7.0,7.0,7.0,No
1152,44.0,Travel_Frequently,1193.0,Research & Development,2.0,Below College,Medical,1.0,Good,Male,86.0,High,3.0,Manufacturing Director,High,Single,10209.000000000004,19719.0,5.0,Y,Yes,18.0,Excellent,Good,80.0,0.0,16.0,2.0,Good,2.0,2.0,2.0,2.0,Yes
1153,41.0,Non-Travel,552.0,Human Resources,4.0,Bachelor,Human Resources,1.0,High,Male,60.0,Low,2.0,Human Resources,Good,Married,6430.000000000001,20794.000000000004,6.0,Y,No,19.0,Excellent,Good,80.0,1.0,10.0,4.0,Excellent,3.0,2.0,1.0,2.0,No
1154,36.0,Travel_Frequently,1213.0,Human Resources,2.0,Below College,Human Resources,1.0,Good,Male,94.0,Good,2.0,Human Resources,Very High,Single,3885.9999999999986,4223.000000000002,1.0,Y,No,21.0,Outstanding,Very High,80.0,0.0,10.0,2.0,Good,10.0,1.0,0.0,8.0,No
1155,37.0,Travel_Rarely,671.0,Research & Development,19.0,Bachelor,Life Sciences,1.0,High,Male,85.0,High,2.0,Manufacturing Director,High,Married,5768.0,26492.999999999993,3.0,Y,No,17.0,Excellent,Low,80.0,3.0,9.0,2.0,Good,4.0,3.0,0.0,2.0,No
1156,26.0,Travel_Frequently,1096.0,Research & Development,6.0,Bachelor,Other,1.0,High,Male,61.0,Very High,1.0,Laboratory Technician,Very High,Married,2544.0000000000005,7102.0,0.0,Y,No,18.0,Excellent,Low,80.0,1.0,8.0,3.0,Excellent,7.0,7.0,7.0,7.0,No
1157,22.0,Travel_Rarely,581.0,Research & Development,1.0,College,Life Sciences,1.0,Very High,Male,63.0,High,1.0,Research Scientist,High,Single,3375.0,17624.0,0.0,Y,No,12.0,Excellent,Very High,80.0,0.0,4.0,2.0,Outstanding,3.0,2.0,1.0,2.0,No
1158,42.0,Travel_Rarely,1142.0,Research & Development,8.0,Bachelor,Life Sciences,1.0,Very High,Male,81.0,High,1.0,Laboratory Technician,High,Single,3967.9999999999995,13623.999999999998,4.0,Y,No,13.0,Excellent,Very High,80.0,0.0,8.0,3.0,Excellent,0.0,0.0,0.0,0.0,No
1159,47.0,Non-Travel,1162.0,Research & Development,1.0,Below College,Medical,1.0,High,Female,98.0,High,3.0,Research Director,Good,Married,11957.0,17231.0,0.0,Y,No,18.0,Excellent,Low,80.0,2.0,14.0,3.0,Low,13.0,8.0,5.0,12.0,No
1160,36.0,Non-Travel,301.0,Sales,15.0,Master,Marketing,1.0,Very High,Male,88.0,Low,2.0,Sales Executive,Very High,Divorced,5406.0,10436.0,1.0,Y,No,24.0,Outstanding,Low,80.0,1.0,15.0,4.0,Good,15.0,12.0,11.0,11.0,No
1161,42.0,Travel_Rarely,557.0,Research & Development,18.0,Master,Life Sciences,1.0,Very High,Male,35.0,High,2.0,Research Scientist,Low,Divorced,5410.0,11189.0,6.0,Y,Yes,17.0,Excellent,High,80.0,1.0,9.0,3.0,Good,4.0,3.0,1.0,2.0,No
1162,60.0,Travel_Rarely,369.9999999999996,Research & Development,1.0,Master,Medical,1.0,High,Male,92.0,Low,3.0,Healthcare Representative,Very High,Divorced,10883.0,20467.0,3.0,Y,No,20.0,Outstanding,High,80.0,1.0,19.0,2.0,Outstanding,1.0,0.0,0.0,0.0,No
1163,26.0,Non-Travel,786.0000000000001,Research & Development,7.0,Bachelor,Medical,1.0,Very High,Male,76.0,High,1.0,Laboratory Technician,Very High,Single,2570.0,11925.0,1.0,Y,No,20.0,Outstanding,High,80.0,0.0,7.0,5.0,Excellent,7.0,7.0,5.0,7.0,No
